text,Cleanliness,Electrical,Infrastructure,Safety-Security,Staff,Catering,Medical,General
travelling in train no pnr st class b coach paid around ac is not working properly,0,1,1,0,0,0,0,0
how it possible in tatkal that all the available garib rath seats r booked within min is there any hidden tricks,0,0,0,0,1,0,0,1
rt why is procuring congress mouthpiece national herald priced a hefty rs piece amp providing it to�?¢,0,0,0,0,1,0,0,1
sir need ur kind assistance a cancer patient hs a tatkal ticket of status ckwl can u plz do something,0,0,0,0,1,0,0,0
hello sir mai is time malwa express train number me hu abhi vendor se khane ke rate pucha usne�?¢,0,0,0,0,1,0,0,1
pls confirm whn we will reach as we need to attend the function and if it is late schedule arrival at barelliye,0,0,0,0,1,0,0,1
travel wth my mother can t walk properly can the ptb stoppage be extended by mins pnr no train no,0,0,0,0,1,0,0,1
sir we lost a mobile with bearing no while travelling in pothigai express train no today at am,0,0,0,0,1,0,0,1
till now no action has been taken,0,0,0,0,1,0,0,1
rt inconvenience regretted matter is being taken up for further necessary action,0,0,0,0,1,0,0,1
i ask city police constable allowed without ticket and without authority in any coach in train,0,0,1,0,0,0,0,1
janani sewa launched infant food now available at nvrr platform palakkad jn,0,0,1,0,0,1,0,0
dear sir ac of sabarmati express is not working since last hours please do the needful pnr,0,1,0,0,0,0,0,1
there is no any intimation by railway about the tatkal ticket cancelation pnr n trn n,0,0,0,0,1,0,0,1
sir my train ticket is not comform from abu road to mumbai my mother is sick plz help sirpnr no doj,0,0,0,0,1,0,0,1
sir i am trying to make tickets from new delhi to darbhanga bihar from last week not getting confirm please help,0,0,0,0,1,0,0,1
sir train no have no pantry car and important thing is that it is long route train,0,0,0,0,0,1,0,1
got double tatkal tickets cnfrmd through same login costing k technical issue costed double irctc,0,0,0,0,0,0,0,1
our pnr is food is pathetic water is not cool cold drings is warm and sandwitch is stale,0,0,1,0,0,1,0,0
thanks for uts app for facilitating hassle free travel but it s good to provide training for tc s also,0,0,0,0,1,0,0,1
hanging chains of the middle berth broken pnr,0,0,1,0,1,0,0,0
if you have delayed for me then thank you so muchboarded on train thank you so much again,0,0,0,0,0,0,0,1
train light are not working passengers are suffering,0,1,0,0,0,0,0,1
security lags at delhi sarai rohilla rly stn no checking xray scnr ws der but no body to operate that,0,0,0,1,0,0,0,0
booked ticket for adi to jp train is late by more than hrs want to cancel the reservn bt not allowng,0,0,0,0,1,0,0,1
east cost express sleeper class s toilet is too smelling from source station,1,0,1,0,0,0,0,0
unable to trace my parcel from delhi i m from cbe parcel off staff have no idea whether material loaded or not wat do i do,0,0,0,0,1,0,0,1
tte comes only after hapur stn when majority of ticketless passengers have deboarded it s useless to buy tic�¢,0,0,0,0,1,0,0,1
we are traveling in we have child who is vomiting much and water is not in any coach plz fill water in coaches and help,0,0,1,0,1,0,0,0
that�?¢ s poor railways poor very poor,0,0,0,0,1,0,0,1
sir ye sab hal habibaganj station m p bhopal ka hai toilet ka hai,1,0,1,0,0,0,0,0
pnr ac not working dirty towel and pillow cover,1,0,1,0,0,0,0,0
fan not working on cheran express s,0,1,1,0,0,0,0,0
i m cancer pt when i booked tkt fr checkup with my brother as escort they say no possiblities of tkt fr my daugh yr tkt,0,0,0,0,1,0,0,1
i m a passenger in aleppey chennai superfast train hoping to catch at least last bus,0,0,0,0,1,0,0,1
dear sir the food served in most of shatabdi trains is substandard dal and paneer is tasteless,0,0,0,0,1,1,0,0
there is huge huge scope to improve bathroom they r extremely dirty amp spread germs,1,0,1,0,0,0,0,0
at patna jn pf shop exprss food delvry chargng rs for rs water bottle pls take action pnr,0,0,1,0,0,1,0,0
train about to arrive window clerk sadhana sharma goes missing,0,0,1,0,0,0,0,1
if your clerk can give tickets than why he is not giving why u advertisi�¢,0,0,0,0,1,0,0,1
sir i m ankit singh previous day i had booked a ticket in tatkal quota but i get wt list please help me pnr no,0,0,0,0,1,0,0,1
sir said missing person could not be traced despite best effort pl lodge missing report with grp,0,0,0,0,1,0,0,1
pnr coaches d and d are missing in the train please check it because of this i had to miss the train,0,0,0,0,0,0,0,1
i have a booking in train number rxl hyb special from gaya but when i want to see the current s�¢,0,0,0,0,1,0,0,1
now refund of only will be credited to my account soon where is balance amount of why this much of amount will,0,0,0,0,1,0,0,1
sorry for inconvenience matter noted to,0,0,0,0,1,0,0,1
really shameful almost after he train has departed from source and in st tweet tra�¢,0,0,0,0,0,0,0,1
user id macrohit date of booking,0,0,0,0,1,0,0,1
i m travelling in at present no security man here nd gents are travelling in ladies coach train is abt reach morinda,0,0,1,1,0,0,0,0
availability is less and requirement is high but food vendor is not provoded proper response every item rupees extra,0,0,0,0,1,1,0,0
scenic near on route,0,0,0,0,1,0,0,1
unable to file tdr of my pnr no in last hour allowing wrong thing for tc,0,0,0,0,1,0,0,1
travlng by trn bi coach surprised to find one toilet under lock n key as such no word of cleanliness prevail in train,1,0,1,0,0,0,0,1
i feel like it will work as intercity trains carry maximum job proffessionals who have to reach office neat and clean,1,0,1,0,0,0,0,0
need medical assistance in train pnr is,0,0,0,0,0,0,1,1
many passengrs pnr feeling stomach upset after dinner frm railways pantry,0,0,0,0,1,1,0,1
trying to book a tatkal ticket from last day but daily same problem exist please do some needful,0,0,0,0,1,0,0,1
be it sleeper or ac broken windows rats and cockroaches moving freely dirty old curtains and bed,1,1,1,0,0,0,0,0
at tnde railway station water cooler not working and not a single source of water a hell of service in c,0,1,1,0,1,0,0,0
it s train is in kota but no one contacted or solves the airconditioner matter in a,0,0,1,0,1,0,0,1
when evrythng of railways is going d next level y not security guard ur fairly place kol ofc securities r rude n misbehaved,0,0,0,1,1,0,0,0
inconvenience regretted matter is being taken up for further necessary action,0,0,0,0,1,0,0,1
railminindia details not available pls,0,0,0,0,1,0,0,1
no one is able to make tatkal tickets except brokers at jpg station take an immediate action now railway staffs are with them,0,0,1,0,1,0,0,1
rt passenger traffic has also shown significant growth in reserved amp suburban segments over cr additional passengers�?¢,0,0,0,0,1,0,0,1
train departed from itarsi but concerned is delay what if i miss flight due�?¢,0,0,0,0,0,0,0,1
kindly look into this,0,0,0,0,1,0,0,1
pnr trn dt frm ngp to cd ac is not working from last half amp hour,0,1,1,0,0,0,0,1
bags with valuables stolen how safe is travel on indian rail pnr i,0,0,0,1,1,0,0,1
no light stn plz check,0,1,0,0,0,1,0,0
sealdah delhi rajdhani is running hrs late pls do something abt it as its urgent to reach delhi,0,0,0,0,0,0,0,1
brave work of rpf soldier at railway station,0,0,1,1,1,0,0,0
sir is running late by and half hour please help us,0,0,0,0,1,0,0,1
rt glad to inform amp confirmed from multiple sources the newspaper was not distributed by railways officially but cou�?¢,0,0,0,1,1,0,0,1
so this is what india railways looks like can t get any better,0,0,0,0,1,0,0,1
sorry for inconvenience complaint will be attend at itarsi,0,0,0,0,1,0,0,1
current booking thr wr only seat in ac so cant get confirmed current booking wtng in ac,0,1,1,1,0,0,0,1
look outside the boundary wall of old delhi rly stn mess by vendors accumulated garbage traffic jam unusable urinals,1,0,1,0,0,1,0,1
even though we reach early and wait whole night outside post office for booking tatkal tkt we don t get it but agents do,0,0,0,0,1,0,0,1
phone robbed by kinnar at mehboobnagar rpf amp tt refused for proper help need help,0,0,0,1,1,0,0,1
my wife is travelling by rajdhani b she is having unbearable pain in stomach needs medical assistance nt wrkn,0,0,0,0,1,0,1,0
complaint no ticket id irctc ko check karke please resolve my problem shanker naryani mb,0,0,0,0,1,0,0,1
neither cooler working at platform no re nor water available in tap,0,0,1,0,0,0,0,0
traveling with wife and kids can you help with berth allotment booked tickets,0,0,1,0,1,0,0,1
sir a couple traveling to sc by train with yr old kid due to train delay milk t�?¢,0,0,0,0,1,0,0,1
sir irctc site is completely down since at the time of tatkal disappointed,0,0,0,0,1,0,0,1
cleaning staff is now cleaning coach s floor in regular intervals,1,0,0,0,1,0,0,0
rain no worst den summer special we r geting this kind of suvida in suvidha train mre den hrs late,0,0,0,0,0,0,0,1
no security for passengers on tarin theft chennai bilaspur express june fir filed lost valuable,0,0,0,1,1,0,0,0
launches optional catering scheme in two premier trains,0,0,0,0,1,1,0,0
it s not the solution,0,0,0,0,1,0,0,1
can t even use the restroom as the corridor is full of unreserved passengers please help asap,0,0,0,0,1,0,0,1
rt member traffic reviewed the april nov transportation performance with rly board and zonal rly officers and passed�?¢,0,0,0,0,1,0,0,1
change in name of e ticket passenger pnr no at kurnool krnt stating that days required but rule is hrs,0,0,0,0,1,0,0,1
sir what is the update who has reviewed as i do not see any action taken pl visit n take action,0,0,0,0,1,0,0,1
kindly add water bottle in e catering menu while i order a food of rs face problem coz min order amnt is,0,0,1,0,0,1,0,0
pls look into the matter,0,0,0,0,1,0,0,1
rt holistic strategy to ensure growth,1,0,0,0,1,0,0,1
didnt expect such a service from rajdhani after travelling sampoorna kranti where service was fantastic,0,0,0,0,1,0,0,1
traveling in train no from pune no cleaning services mosquito n flies in comprtmnt plz tkaction,1,0,0,0,0,0,0,1
jbp pltfrm no this mess looks bad on an otherwise clean platform,1,0,1,0,0,0,0,0
pathetic satitution in viashali ex b commercial staff allows general tkt passanger in coach after takeing bribe urgent,0,0,0,0,1,0,0,1
i am facing trouble to name change of my fathers ticket to my name as per rule in ncb amp cob,0,0,0,0,1,0,0,1
i ordered food through irctc catering from cumshum vendor to luk station i didn t got food till now hving kid,0,0,1,0,0,1,0,1
amp pantry car ppl of train number are overcharging on food and not providing menu card pnr b,0,0,1,0,0,1,0,1
we are given best suggestions and solutions for indian railway always confirmed rail tickets and connecting each other indian,0,0,0,1,1,0,0,1
thank u so much sir my money has been refunded,0,0,0,0,1,0,0,1
sorry for inconvenience your complaint will attended at cnb stn,0,0,0,0,1,0,0,1
why train status not shown on ntes when train is running delay b w mughalsarai and allahabad much frustrated,1,0,0,0,1,0,0,1
ijust wanna tl that please make a strong server for irctc site many times while booking a ticket server goes,0,0,0,0,0,0,0,1
how many more innocent people will have to this kind of�?¢,0,0,0,0,1,0,0,1
this winter no fog now a days still so late trains it looks staff�?¢,0,0,0,0,1,0,0,1
train on june from gnt to ypr dirty water in train complaint to tc but no use plz take action,1,0,0,0,1,0,0,1
train no seat no a the charging socket is not working my pnr no is,0,1,1,0,0,0,0,1
can t even log in at tatkal time why don t you increase bogie in howrah jamalpur express disappointed,0,0,0,0,1,0,0,1
sir u r laptop could not be traced despite best efforts thanks for calling us,0,0,0,0,1,0,0,1
could u all confirm at what time train will be reaching mumbai,0,0,0,1,0,0,0,1
sir want to set up rail neer bottling plant in jaipur or nearby area could you let me know the process of this,0,0,0,0,1,1,0,1
details not available pls,0,0,0,0,1,0,0,1
dear sir ticket with pnr was booked after paying amp automatically cancelled due to non availability of berths,0,0,1,0,1,0,0,1
rt win fifty amp amp or,0,0,0,0,1,0,0,1
is it true that alp willb retired instead of usual this would be gross injustice if true,0,0,0,0,1,1,0,1
you sud see how irctc functions at tatkal hours people are suffering and are forced to pay k above to agents,0,0,0,0,1,0,0,1
matter informed to concern officials regards,0,0,0,0,1,0,0,1
i booked a ticket in nizamuddin eranakulam duronto and pnr is and current status is ckwl,0,0,0,0,1,0,0,1
pay amp use toilets on narkatiagnj jn pltfrm overchrging fr toilet n urinte as rs there are no free toilts faclity on statn,1,0,0,0,0,0,0,0
urgent depute lady security force s seat ramnagar exp approaching bharuch,1,0,0,1,0,0,0,1
i am in pune nizamudin duranto there is water dropping in b toilet attended said it s like that only,1,0,1,0,1,0,0,0
my parents are travelling in pnr no the coach s is n�¢,0,0,1,0,1,0,0,1
sir sri mohd jamshed mt sri p guha principal ed coachg �° kindly re�¢,0,0,0,0,1,0,0,1
travelling to surat to kanpurtrain no very bed condition of washbasin no water plz take step,1,0,1,0,1,0,0,1
train no rd a c tatkal ticket sold out in second trying since june no luck,0,0,0,0,1,0,0,1
sir can you please let me know who will be doing the name cha�±ge i eticket no one is responding here in my place pl help,0,0,0,0,1,0,0,1
water getting wasted at panvel station maharastra platform no help draught situation,1,0,1,0,1,0,0,0
we are person traveling frm train no in coach no b no water supply since morning pls help,0,0,1,0,0,0,0,1
my father is travelling with pnr and he informed me that all the fans are not working in his coach cnt,0,1,1,0,0,0,0,1
how is dat possible sir we hv to give extra to da agent to buy tickets this is not fair plz help,0,0,0,0,1,0,0,1
you still cannot get a seat unless you bribe tte refer my complaint w wr bct,0,0,1,0,1,0,0,1
kinly help with irctc refund doing follow up with irctc since th may,0,0,0,0,1,0,0,1
no one responding on phone call at enquiry in jamalpur station please consider my complaint because�¢,0,0,1,0,0,0,0,1
dear sir i have book a ticket and i cancelled but the refund is not given by u plz help,0,0,0,0,1,0,0,1
trn no pnr charging socket of coach a is not working properly tripped several times,0,1,1,0,0,0,0,1
dear sir if the railway cancel the train due to there work then why the railway is not paying refund,0,0,0,0,1,0,0,1
kindly look into this,0,0,0,0,1,0,0,1
sir inconvenience regretted please lodge your fir if not lodged with grp and purs�¢,0,0,0,1,1,0,0,1
i think buying st class ticket of mumbai local proves that we are bigger asshole as there is no diff,0,0,0,0,1,0,0,1
train no coach b problem ac not working can some one help pls,0,1,1,0,0,0,0,1
travelling by mahanama exp pathetic experience regret watching its news on zee,0,0,0,0,1,0,0,1
rt alert rly man is the best safety device,0,0,0,0,1,0,0,1
i booked tickets from irctc mobile app the tickets are not booked but the payment is done does we are�¢,0,0,0,0,1,0,0,1
sir please delay the train by min please,0,0,0,0,1,0,0,1
in such cases what is the way out please suggest solutions,0,0,0,0,1,0,0,1
inconvenience caused is regretted this facility is provided on platform number one�¢,0,0,1,0,1,0,0,0
kindly share train no,0,0,0,0,0,0,0,1
sir train no coach b train just left ndls still toilets r dirty amp waiting passenger travelling,1,0,1,0,0,0,0,1
no lights at be platform pitch dark from late evening to early morning inconvenience to passengers,0,1,1,0,0,0,0,1
plz continue train no,0,0,0,0,1,0,0,1
no one has attended at cor now we are about to reach kota now the co�¢,0,0,0,0,1,0,0,1
please share train no and coach position,0,0,1,0,0,0,0,1
sir train is alredy hrs late amp and ac staff switch off ac from igatpuri,0,1,0,0,1,0,0,1
travelling new alipurduar to guwahati no new bed covers amp smelling bed sheet blanket condition pathetic disappointed,1,0,0,0,0,0,0,1
take some serious action on these people who is not understand rules and l�¢,0,0,0,0,1,0,0,1
no ticket checkers are bothered,0,0,0,0,1,0,0,1
enjoying wifi at lko station good speed service tax wifi cleaning is also good here,1,0,0,0,0,0,0,1
need medical assistance in train number pnr is feeling stomach pain,0,0,0,0,1,0,1,1
water scarcity in palamu express not a single drop of water in toilet from origin in s,1,0,1,0,0,0,0,0
train schedule dep for then p m then announced a m amp now no one knows when,0,0,0,0,0,0,0,1
sir fir lodged by grp tundla vide cr no nil u s ipc has been transferred to grp etawa,0,0,0,1,1,0,0,1
brc to bct seat s fans not working help will be greatly aplreciated,0,1,1,0,0,0,0,1
rt petition all you like if continually cut pso and under invest in public transport the travell�?¢,0,0,0,0,1,0,0,1
irctc booking in tatkal site very slow even after mins of prime time before two weeks it was ok,0,0,0,0,1,0,0,1
if it rains ring road between k r puram to silkboard b lore will be jam pack rechd office pm instead of am,0,0,1,0,1,1,0,0
there is no water in coach no s in train bskt kamakhya express no train is to reach baurani jn,0,0,1,0,0,0,0,1
sir you promote swach bharat abhiyan but brokers of toilets at various railway station charges to rs to for using toilets,1,0,1,0,0,0,0,0
travelling from bnglr to murudeswar in train s coach toilets a stinckng and its tough for passengers to sit here,1,0,1,0,0,0,0,1
the process of student concession in season tickets is so critical in ajmer railway region i am at udaipur helpless,0,0,0,0,1,0,0,1
train no is made unexpected late without any reason we r held up at ahraura since last one hour,0,0,0,0,0,0,0,1
train journey from cdg to ldh is mins but train is stopping every station late by mins,0,0,1,0,0,0,0,1
ultimate speed coming of free wifi provided by google at lucknow railway station thanks all,0,0,1,0,1,0,0,1
sir tc collector of every train take black money for allotting seat which is depend on ticket min it hpnd wid me,0,0,1,0,0,0,0,1
it s really bad service for rac under rd ac category really a bad experience no pillow no bed sheet n really rude staff,0,1,0,0,1,0,0,1
thanks for your reply,0,0,0,0,1,0,0,1
what is the actual price of dinner food in railway i am in porbandar motihari exp,0,0,0,0,1,1,0,0
huge crowd waiting to get tickets fr train in vm stn but only counters functioning pls increase no of counters,0,0,0,0,0,0,0,1
sir irctc ticket booking site goes stuck daily from am to am during tatkal booking,0,0,0,0,1,0,0,1
i want to know about meal throughout my journey reply me as soon as possible,0,0,0,0,0,1,0,1
my child is suffering from high fever can i take carlpol syrup in train no a,0,0,0,0,0,0,1,1
pathetic railway to train has been overtaken at cheoki n dis suvidha is stuck mre than hrs now,0,0,0,0,1,0,0,1
continuos water wastage fr om southern most tap at patna junction platform no dont know whom to contact,0,0,1,0,1,0,0,0
there is no water served in the train no with the food the pnr is,0,0,1,0,0,1,0,1
ajmer exp some people sleeping in local coa�¢,0,0,0,0,1,0,0,1
progress for mumbai harbour line is snail slowcattle class traveling,0,0,0,0,1,0,0,1
irctc shows this stupid error when trying to book tatkal i lost n dint get tikt tnx to awesome bugs,0,0,0,0,1,0,0,1
vr cleaning station wat abt train coaches where is swach train,1,0,0,0,0,0,0,1
matter has been forwarded to concerned official for n a,0,0,0,0,1,0,0,1
sir when will be taking furthr action adv sse p way sr zone medical joining no information given by sr hq chhanai,0,0,0,0,1,0,1,1
taken by your police in general coaches,0,0,0,1,1,0,0,0
in journey tym of hrs trn is running late by almost same tym leads to frustration whn v don t�?¢,1,0,0,0,1,0,0,1
sir the booking tab on the tiger express website is not working,0,0,1,0,1,0,0,1
magadh express dirty leaking and stinky toilet of coach b my pnr,1,0,1,0,0,0,0,1
check out thief catcher on the prolific reader,0,0,0,0,1,0,0,1
the train no from ndls to jogbani bihar is running late hours daily instruct to regulate it,0,0,0,0,1,0,0,1
plz help me coach position of train no of coach a at jaunpur jn,0,0,1,0,0,0,0,1
want help ticket wainting list no rajdhani pnr no very urgent to visit please date of travel,0,0,0,0,1,0,0,1
this is so absurd mumbai local trains never reached on time always getting late in kalyan junction dombivli in between,0,0,0,0,1,0,0,1
i was expecting some strict action on overcharging but instead received a mail stating counseling will be done for them,0,0,0,0,1,1,0,1
stnl stn concerned officer mini only,0,0,0,0,1,0,0,1
rt punish d murderers of who was thrown out of by�¢,0,0,0,0,1,0,0,1
travlling in trn no ypr gkp frm kcg to lko pnr vendors ovrcharging for cold drinks chips by rs tea for rs,0,0,0,0,1,1,0,1
please help his pnr number is,0,0,0,0,1,0,0,1
sir train no runs apprx hr late day today also it is running too late i want to draw ur kind attention towards this,0,0,0,0,1,0,0,1
kindly clarify the name of station with,0,0,1,0,1,0,0,1
not refunded by counter for waiting list counter tickt after chart prepared and not travelled pnr plz help me out,0,0,0,0,1,0,0,1
like airport fees railway must charge rs per ticket as station development and maintenance fees,0,0,1,0,1,0,0,1
tweet no late again today during morning peak hours by mins jam packed made in india,0,0,1,0,1,0,0,1
got stale snacks in train no in evening berth no b a vendor argued n denied,0,0,1,0,0,1,0,1
travelling in b tea is worthless quality very poor when complained misbehaved by vendor of the train plz help,0,0,0,1,1,1,0,0
traveled stations in last few days never seen stations so clean and hygienic coaches amp toilets absolutely clean,1,0,1,0,0,0,0,0
hundreds of ppl waiting at plateform since last hrs is any one take responsibility,0,0,0,0,1,1,0,1
pnr no as i orderd food frm train frm e catering i dont hv any print out of ordr slip which they require,0,0,0,0,0,1,0,1
sir i am since morning and two time i had connected the at no but they give me very bad response,0,0,0,0,1,0,0,1
air conditioning not functional at coach a dbrt rajdhani departed ndls on jun request attention,0,1,1,0,1,0,0,0
ws at lko charbagh station ystrdy lack of sufficient sitting arrangements and platform ws vry dirty,1,0,1,0,0,0,0,0
ajmer exp some people sleeping in local�¢,0,0,0,0,1,0,0,1
we are wants given best ideas and technology for indian railway development more than against japan and china,0,0,0,0,1,0,0,1
rt we are in the process of drawing up policies for each of the sectors of the economy on how to increase their busine�?¢,0,0,0,0,1,0,0,1
plz do favour for jaunpur jn jnu one more foot than over bridge but covered coaches indications�?¢,0,0,1,0,1,0,0,1
train c found fly in food,0,0,0,0,0,1,0,1
a highland moon enchantment by mary morgan via,0,0,0,0,1,0,0,1
our bag was stolen while traveling from to mathura color mustard m k is written on it some cash and imp documents,0,0,0,1,1,0,0,0
water not available in train no coach spnr,0,0,1,0,0,0,0,1
pnr no water in any of the taps provided be it washbasin or toilets,1,0,1,0,1,0,0,1
cutlery drink sache etc server n tt say menu old c just fyi,0,0,0,0,1,1,0,1
sir tweet delete water point action,0,0,1,0,1,0,0,1
maximum train stoppage in bharuch we want also stoppage of more train in evening time a�?¢,0,0,0,0,1,0,0,1
filthy toilet in a coach of shalimar exp coach smelling rotten can any reduce our tragedy,1,0,1,0,1,1,0,0
sir yesterday saw launch of irctc menu for kids its not healthy junk food only their pls look it,0,0,0,0,0,1,1,1
sir fir has been lodged by grp gwalior vide cr no u s ipc,0,0,0,1,1,0,0,1
rt dark pursuit a story is on sale for,0,0,0,0,1,0,0,1
please take n a,0,0,0,0,1,0,0,1
sir attended u r mother at berhampur amp khurda road but she had no problem thanks for calling us,0,0,0,0,1,0,0,1
train doj in frst general coachnd part ppl r fighting n in another only few ppl are there why,0,0,0,1,0,0,0,1
problem still persistno water in toilets and wash basintrain is halted at small stops making it more late,1,0,1,0,0,0,0,1
he replied if you can complain you can i am from irctc not any vendor pnr no,0,0,0,0,1,1,0,1
today during the morning peak hours trains were jam packed amp late by almost mins made in india,0,0,1,0,1,0,0,1
sir plz help to get handicap id card for online ticket booking on irctc officials at cstm stn not helping,0,0,0,0,1,0,1,1
thanks for quick response staff attended inform me that sun window screen was there sorry for misunderstanding on my part,0,0,1,0,1,0,0,1
please enquiry pantry carmineral water neer not salecoming station santasale water other local company,0,0,1,0,0,1,0,1
dearsir mymom is gt yrs and my law she is but i hv cnfrm ticket from yuva pnr ub for bth f plz help forub to lb,0,0,0,0,1,0,0,1
ajmer exp some people sleeping in local coash senior citizen ladies many people standing,0,0,0,0,1,0,0,1
train no coach b no water in toilet since morning kindly help,1,0,1,0,0,0,0,1
i don t know how transgenders enter in sleeper class without valid ticket and bag for money and bother young boys,0,0,0,0,1,0,0,1
water point vendor at pf charging extra money for water without any reason,0,1,1,0,0,1,0,0
cleaning staff of railways dumping garbage through the gaps in the vestibule area,1,0,0,0,1,0,0,0
sir mai month me bar yatra kr aur aaj bhi kr rha anvt bsb se aur hr bar ye late h aur aaj bhi late,0,0,0,0,1,0,0,1
sir can we get for which we all r paying or just cheating in name of food,0,0,0,0,0,1,0,0
boarded train number starting from new delhi station b compartment is completely dirty,1,0,1,0,0,0,0,1
replace the boggie at the latest,0,0,0,0,1,0,0,1
last night travel from badnera mh found no cleanliness toilets water dispenser was in bad shape,1,0,1,0,0,0,0,0
no water in b of since noon people are buying mineral water to go to washrooms please help pnr,1,0,1,0,1,1,0,1
will be attended at kota please share your mobile no,0,0,0,0,1,0,0,1
vendor simply overcharging for charging rs instead of rs printed mrp,0,1,0,0,0,1,0,0
thnks for baby food in selected stations cant there be essential medical stores under jan aushadhi scheme,0,0,0,0,0,1,1,0
middle birth fall on me while sleeping on lower birth due technical fault in middle birth,0,0,0,0,1,0,0,1
we presently traveling from tata nagar to jammu by muri express we are facing lot of problems mainly water in toilet,1,0,1,0,0,0,0,0
so get aadhar no of passengers travelling you get all details automatically mobile nos send ticket details it,0,0,0,0,1,0,0,1
sir fir has been lodged by grp mgs vide cr no nil u s ipc has been transferred to grp ndls,0,0,0,1,1,0,0,1
sir i am at ndls st plateform counter and only one no is active we commuters are facing problems,0,0,0,0,1,1,0,1
train has been at a halt since mins at hazrat nizamudd�¢,1,0,0,0,1,0,0,1
name ahmad ali d sheat no,0,0,0,0,1,0,0,1
travelling in an extremely unclean compartment in falaknuma no cleaning done on compartment b water logged�¢,1,0,1,0,0,0,0,0
mumbai locals collapsed on very first day of monsoon hope we will not suffer in this season,0,0,0,1,1,0,0,1
travelling in frm mum to kota sunshine vendor charging rs for ice cream of rs evn after objecting no refund,0,1,1,0,0,1,0,1
in train no we r facing horrible cooling problem since early morning do some necessary action,0,0,0,0,1,0,0,1
by no water in b b raised to tte called igatpuri no action again to bhusaval pls help,0,0,1,0,1,0,0,1
it was very difficult to locate a dustbin wardha railway stn how do you expect to keep it clean,1,0,1,0,0,0,0,0
what is the benefit of paying for sleeper tickets when train is running late,0,0,0,0,1,0,0,1
my mother is a cancer patient but does not get confirm ticket,0,0,0,1,1,0,1,1
u say service has got prompt sample this filed tdr on th feb yet to get refund,0,0,0,0,1,0,0,1
national train enquiry system is not updating localtrain running info properly,0,0,0,0,1,0,0,1
pnr train no train just started few hrs back toilet dirty no light in toilet no water,1,1,1,0,0,0,0,1
rt fan is not working in train coach s please assist,0,1,1,0,0,0,0,1
railminindia no responce from railway plz look into the matter,0,0,0,0,1,0,0,1
food quality is very bad and behaviour of vender is very rude,0,0,0,0,1,1,0,0
train no is hours late this train is for suvidha but what i m waiting for train at least hours,0,0,0,0,1,0,0,1
must check online tatkal ticket conspiracy,0,0,0,0,1,0,0,1
kindly share pnr number for further action,0,0,0,0,1,0,0,1
matter is fwd to the,0,0,0,0,1,0,0,1
can i use an unused ticket today of an express for fast passenger at pm today or i have to buy a new ticket,0,0,0,0,1,0,0,1
matter advised to concerned official for necessary action,0,0,0,0,1,0,0,1
fan isnt working for the last hours at the time of peak summer do help pnr,0,1,0,0,1,0,0,1
booked a e ticket on pnr number but till now not receiveing the ticket message on my resistor phone number,1,0,0,0,1,0,0,1
charger points of the complete bogie malfunctioning need immediate attention pnr,0,1,1,0,1,0,0,1
train stuck between kosikalan n palwal since one hour and no info when it will start as overhead wire has been broke,0,1,0,0,0,0,0,1
irctc looting customers for non confirmed tickets by deducting any even for non confirmed w l tickets,0,0,0,1,1,0,0,1
help help handbags with valuables stolen how safe is travel on indian rail pnr i,0,0,0,1,1,0,0,1
kindly share pnr number issue referred to concerned officials,0,0,0,0,1,0,0,1
check pics of railway failure,0,0,0,0,1,0,0,1
my wife s golden chain mangal sutra snatched in train pnr location,0,0,0,1,1,0,0,1
disappointed trying ticket for past one and half hours how do we travel,0,0,0,0,1,0,0,1
in ltt dbg suvidha train not working fan in s locomotive side fan,0,1,0,0,0,0,0,1
plz remove berth preference in tatkal booking we want tkt anyhw on any berth so ur choice has not met is jst time consuming,0,0,1,0,0,0,0,1
i ve called to railway enquiry but i didn t receive any satisfactory answer,0,0,0,0,1,0,0,1
pnr sir the ac is not working in my coach and tte has refused to write receitfor refund,0,1,1,0,1,0,0,1
unable to sit due to sticky stains on berth pnr no do help immediately,1,0,1,0,1,0,0,1
pls do needful to get water in train no tata amritsar exp in b coach,0,0,1,0,0,0,0,1
irctc site does not show the side middle berth optn for puri ypr garib rath amp in ticket it shows as side lower,1,0,1,0,0,0,0,1
i wonder how tatkal ticket can be booked by any agent and not be general people,0,0,0,0,1,0,0,1
the air conditioning is not effective in a coach of mysuru express from chennai central,0,1,1,0,0,0,0,0
i was booking my tiket with irctc payment has been done but no tiket booked happened twice no refunds till now from irctc,0,0,0,0,1,0,0,1
urgent pease hlp my sis travlng vid months baby kids intrain lost her reticule she is depressd pnr,0,0,0,0,1,0,0,1
train no pnr housekeeping selling water dat too viz printd rs in ttes presence no soap in toilt,0,0,1,0,1,0,0,1
unauthorized vendors selling food beverages and water in train and taking overprice,0,0,0,0,0,1,0,1
rt hot from bestselling author grace goodwin her cyborg beast by grace goodwin�¢,0,0,0,0,1,0,0,1
sir train is overloaded wid wait listers amp current ticketers due that confirmed passengers r in problem,0,0,0,1,0,0,0,1
my train in hours from ssm jn cant get any running status aur cancellation info what to do,0,0,0,0,0,0,0,1
a ticket with pnr was cancelled with id but no refund received yet,0,0,0,0,1,0,0,1
water being wasted at ltt mumbai no action taken by the station master,1,0,1,0,1,0,0,1
train overtaking dis suvidha train inspite being double track train being stopped hours n train is psssed,0,0,1,0,0,0,0,1
